ticket_id,category,priority,status,created_at,resolution_time,user_id,technician_id,satisfaction_score,description,composite_sentiment
T0049,Software,Low,Resolved,2024-01-03 01:00:00,0.27315752229420304,U049,T09,3.4915537268764774,Sample IT support ticket 49 with various issues and complexities,0.2100957714474958
T0050,Network,Medium,Closed,2024-01-03 02:00:00,1.7158799891975227,U050,T10,5.0,Sample IT support ticket 50 with various issues and complexities,-0.4282491187045995
T0051,Software,Low,Resolved,2024-01-03 03:00:00,0.47062361951229004,U051,T11,3.7430057871056706,Sample IT support ticket 51 with various issues and complexities,0.0488351883741677
T0052,Network,Medium,Resolved,2024-01-03 04:00:00,6.605942840301921,U052,T12,5.0,Sample IT support ticket 52 with various issues and complexities,-0.6322492034774828
T0053,Security,Medium,Resolved,2024-01-03 05:00:00,11.802119940247994,U053,T13,4.651321409694614,Sample IT support ticket 53 with various issues and complexities,-0.8965532262672884
T0054,Network,Low,In Progress,2024-01-03 06:00:00,0.3002585349298231,U054,T14,4.385653381868309,Sample IT support ticket 54 with various issues and complexities,-0.19140859480648434
T0055,Security,Medium,In Progress,2024-01-03 07:00:00,12.414624936274743,U055,T15,4.294986517854015,Sample IT support ticket 55 with various issues and complexities,-0.06186447313741807
T0056,Security,High,Resolved,2024-01-03 08:00:00,2.9574061975550445,U056,T16,4.3150378385730015,Sample IT support ticket 56 with various issues and complexities,-0.19883984680730202
T0057,Hardware,Critical,Resolved,2024-01-03 09:00:00,1.4242187051144082,U057,T17,2.457861936523512,Sample IT support ticket 57 with various issues and complexities,-0.5920152791112797
T0058,Network,Low,Resolved,2024-01-03 10:00:00,0.3199064989582883,U058,T18,3.776893284679395,Sample IT support ticket 58 with various issues and complexities,-0.19994953106556854
T0059,Hardware,Medium,Closed,2024-01-03 11:00:00,2.7775859870855744,U059,T19,4.676126376947457,Sample IT support ticket 59 with various issues and complexities,0.134647376290367
T0060,Network,Medium,Resolved,2024-01-03 12:00:00,6.329539560790471,U060,T00,3.9608822532207157,Sample IT support ticket 60 with various issues and complexities,-0.02244651506126849
T0061,Network,High,In Progress,2024-01-03 13:00:00,4.911511431134599,U061,T01,2.87584812255714,Sample IT support ticket 61 with various issues and complexities,0.0912505152996067
T0062,Hardware,High,Resolved,2024-01-03 14:00:00,0.20612491798418583,U062,T02,3.9580764395380243,Sample IT support ticket 62 with various issues and complexities,-0.33505760022711645
T0063,Hardware,Critical,In Progress,2024-01-03 15:00:00,0.3027832962330099,U063,T03,5.0,Sample IT support ticket 63 with various issues and complexities,0.5858589573580798
T0064,Network,Medium,Resolved,2024-01-03 16:00:00,2.0625037248643507,U064,T04,4.997513372427775,Sample IT support ticket 64 with various issues and complexities,-0.5880866682773903
T0065,Software,Medium,Resolved,2024-01-03 17:00:00,1.399878437520196,U065,T05,3.9503967925071746,Sample IT support ticket 65 with various issues and complexities,0.2437801485433593
T0066,Security,Medium,Resolved,2024-01-03 18:00:00,1.057864366930238,U066,T06,4.761159421646469,Sample IT support ticket 66 with various issues and complexities,0.5909455464799808
T0067,Hardware,Medium,Open,2024-01-03 19:00:00,1.3196007138220465,U067,T07,3.7067943837055584,Sample IT support ticket 67 with various issues and complexities,0.2404540463744477
T0068,Security,Low,Resolved,2024-01-03 20:00:00,6.508020124626864,U068,T08,2.636902730538625,Sample IT support ticket 68 with various issues and complexities,-0.10126211353241502
T0069,Software,Medium,Resolved,2024-01-03 21:00:00,10.593170378173712,U069,T09,3.2604272094963562,Sample IT support ticket 69 with various issues and complexities,-0.2641485233314896
T0070,Software,Medium,Resolved,2024-01-03 22:00:00,2.0774659367101345,U070,T10,5.0,Sample IT support ticket 70 with various issues and complexities,0.518043825523128
T0071,Software,Low,In Progress,2024-01-03 23:00:00,9.462568272971561,U071,T11,3.7808055345365568,Sample IT support ticket 71 with various issues and complexities,-0.7114874626308365
T0072,Hardware,Medium,Resolved,2024-01-04 00:00:00,1.5514578562289982,U072,T12,3.8052928164999855,Sample IT support ticket 72 with various issues and complexities,-0.4850621301898218
T0073,Software,Medium,Resolved,2024-01-04 01:00:00,2.588391543958097,U073,T13,3.7601294429800953,Sample IT support ticket 73 with various issues and complexities,-0.1987788827458607
T0074,Hardware,Low,In Progress,2024-01-04 02:00:00,1.0248834838911545,U074,T14,5.0,Sample IT support ticket 74 with various issues and complexities,0.6188268787559991
T0075,Software,Low,Open,2024-01-04 03:00:00,4.0918978478861785,U075,T15,5.0,Sample IT support ticket 75 with various issues and complexities,0.18988381802044801
T0076,Security,High,Open,2024-01-04 04:00:00,15.449335871905289,U076,T16,5.0,Sample IT support ticket 76 with various issues and complexities,-0.48402287925512266
T0077,Security,Low,Resolved,2024-01-04 05:00:00,3.700247303240384,U077,T17,3.872763831679959,Sample IT support ticket 77 with various issues and complexities,-0.15515385269245183
T0078,Network,Medium,Resolved,2024-01-04 06:00:00,1.7715097144267367,U078,T18,4.236499590997676,Sample IT support ticket 78 with various issues and complexities,-0.3071615720481472
T0079,Security,Medium,Resolved,2024-01-04 07:00:00,4.174422473901935,U079,T19,2.786685960463367,Sample IT support ticket 79 with various issues and complexities,-0.35489449611676754
T0080,Network,Medium,In Progress,2024-01-04 08:00:00,0.5246313770092427,U080,T00,5.0,Sample IT support ticket 80 with various issues and complexities,0.4894447792783896
T0081,Security,Low,Resolved,2024-01-04 09:00:00,8.780633742665225,U081,T01,3.065776358985652,Sample IT support ticket 81 with various issues and complexities,-0.6858715646317528
T0082,Hardware,Medium,Resolved,2024-01-04 10:00:00,2.7973367288129385,U082,T02,4.173420451010103,Sample IT support ticket 82 with various issues and complexities,0.8043904278671867
T0083,Security,Medium,Resolved,2024-01-04 11:00:00,2.3866216476244073,U083,T03,3.1221579778937247,Sample IT support ticket 83 with various issues and complexities,0.4141148450923114
T0084,Network,Medium,Closed,2024-01-04 12:00:00,3.5262510421598416,U084,T04,3.5289065386090432,Sample IT support ticket 84 with various issues and complexities,0.545430835301849
T0085,Network,High,In Progress,2024-01-04 13:00:00,3.921012212607308,U085,T05,3.33019005516024,Sample IT support ticket 85 with various issues and complexities,-0.23146975601262915
T0086,Software,High,Resolved,2024-01-04 14:00:00,0.2979279490226599,U086,T06,3.5136997914593455,Sample IT support ticket 86 with various issues and complexities,-0.07497035953955468
T0087,Hardware,High,Resolved,2024-01-04 15:00:00,4.59058691809752,U087,T07,3.568701837480817,Sample IT support ticket 87 with various issues and complexities,-0.716575907262356
T0088,Security,High,Resolved,2024-01-04 16:00:00,1.1079270635660419,U088,T08,3.5613849640599384,Sample IT support ticket 88 with various issues and complexities,-0.2623312035334015
T0089,Software,High,Resolved,2024-01-04 17:00:00,5.006391445078134,U089,T09,4.666667129424246,Sample IT support ticket 89 with various issues and complexities,0.24682742382157544
T0090,Security,High,Resolved,2024-01-04 18:00:00,6.915922855926876,U090,T10,3.116109765549984,Sample IT support ticket 90 with various issues and complexities,0.6480315308906981
T0091,Security,Medium,Closed,2024-01-04 19:00:00,6.5177157839819175,U091,T11,4.176433141611094,Sample IT support ticket 91 with various issues and complexities,-0.5535784084012259
T0092,Software,High,In Progress,2024-01-04 20:00:00,3.21632361229961,U092,T12,4.974367321844447,Sample IT support ticket 92 with various issues and complexities,-0.18275296849263292
T0093,Software,Medium,In Progress,2024-01-04 21:00:00,2.937292720186521,U093,T13,3.589442908389283,Sample IT support ticket 93 with various issues and complexities,-0.07564961011626116
T0094,Software,Low,Resolved,2024-01-04 22:00:00,0.6166905398570036,U094,T14,3.4256648874019184,Sample IT support ticket 94 with various issues and complexities,-0.6978946010962426
T0095,Software,Medium,Resolved,2024-01-04 23:00:00,5.972778030549713,U095,T15,3.8155802998557995,Sample IT support ticket 95 with various issues and complexities,0.29567462087920016
T0096,Software,Medium,In Progress,2024-01-05 00:00:00,1.266573076434426,U096,T16,4.943780166688568,Sample IT support ticket 96 with various issues and complexities,-0.36199516587130454
T0097,Security,High,Open,2024-01-05 01:00:00,2.7462390835988906,U097,T17,4.155286104762686,Sample IT support ticket 97 with various issues and complexities,-0.09769517558851198
T0098,Software,High,Open,2024-01-05 02:00:00,1.3378319866549684,U098,T18,3.575028564313921,Sample IT support ticket 98 with various issues and complexities,-0.22597468595593884
T0099,Hardware,Critical,Resolved,2024-01-05 03:00:00,0.5746887796291847,U099,T19,4.387101320950432,Sample IT support ticket 99 with various issues and complexities,-0.39466925285983717
T0100,Network,High,In Progress,2024-01-05 04:00:00,3.9722302939036895,U000,T00,3.118166280130861,Sample IT support ticket 100 with various issues and complexities,-0.0035224927402773497
T0101,Software,Medium,Resolved,2024-01-05 05:00:00,0.22345503890366547,U001,T01,4.5450876083543585,Sample IT support ticket 101 with various issues and complexities,-0.10780478928401119
T0102,Software,High,In Progress,2024-01-05 06:00:00,5.523559711672322,U002,T02,4.326885846161414,Sample IT support ticket 102 with various issues and complexities,-0.18592894113933278
T0103,Security,High,Resolved,2024-01-05 07:00:00,1.5284797302155861,U003,T03,3.753753223088893,Sample IT support ticket 103 with various issues and complexities,-0.3642308108401714
T0104,Software,High,Open,2024-01-05 08:00:00,0.0005388083056106948,U004,T04,3.329131361242215,Sample IT support ticket 104 with various issues and complexities,0.15976233539147772
T0105,Software,Medium,Resolved,2024-01-05 09:00:00,2.862627651217781,U005,T05,3.2906552621732343,Sample IT support ticket 105 with various issues and complexities,0.8268086342461425
T0106,Software,High,Open,2024-01-05 10:00:00,0.1919399694450087,U006,T06,4.427853869076728,Sample IT support ticket 106 with various issues and complexities,0.06994361641956369
T0107,Security,Medium,Resolved,2024-01-05 11:00:00,1.2927924396391188,U007,T07,4.98318440199125,Sample IT support ticket 107 with various issues and complexities,0.4980591074555645
T0108,Software,Medium,In Progress,2024-01-05 12:00:00,4.9100097023732925,U008,T08,3.4901538023769643,Sample IT support ticket 108 with various issues and complexities,-0.6951109625767313
T0109,Network,Medium,Resolved,2024-01-05 13:00:00,0.25896321863530714,U009,T09,4.3667093628411875,Sample IT support ticket 109 with various issues and complexities,0.07888071964688474
T0110,Security,Critical,Resolved,2024-01-05 14:00:00,7.3138222568591456,U010,T10,2.330378385118345,Sample IT support ticket 110 with various issues and complexities,-0.5486841594855333
T0111,Network,Low,Resolved,2024-01-05 15:00:00,0.015308948785584227,U011,T11,3.53230581547424,Sample IT support ticket 111 with various issues and complexities,-0.7384624637659507
T0112,Security,Medium,Resolved,2024-01-05 16:00:00,1.133824692365982,U012,T12,3.9751528537032783,Sample IT support ticket 112 with various issues and complexities,-0.36968570372951814
T0113,Software,High,Resolved,2024-01-05 17:00:00,5.402227385244417,U013,T13,3.272253266414533,Sample IT support ticket 113 with various issues and complexities,0.5959496672067864
T0114,Network,Low,Resolved,2024-01-05 18:00:00,1.520769580478999,U014,T14,3.250794900168323,Sample IT support ticket 114 with various issues and complexities,0.4750079143348228
T0115,Security,Low,Resolved,2024-01-05 19:00:00,0.42986153097517404,U015,T15,3.465776354824891,Sample IT support ticket 115 with various issues and complexities,0.12150236102719984
T0116,Hardware,High,Closed,2024-01-05 20:00:00,1.786610670259232,U016,T16,4.233754182661099,Sample IT support ticket 116 with various issues and complexities,-0.7663502799449654
T0117,Software,Medium,Resolved,2024-01-05 21:00:00,1.2609985539550241,U017,T17,3.8501367852749,Sample IT support ticket 117 with various issues and complexities,-0.0981403256939684
T0118,Security,Low,Resolved,2024-01-05 22:00:00,7.398704548548117,U018,T18,2.2094150133400223,Sample IT support ticket 118 with various issues and complexities,0.15085000445086777
T0119,Hardware,Medium,Resolved,2024-01-05 23:00:00,1.503710181175359,U019,T19,2.3034398778919467,Sample IT support ticket 119 with various issues and complexities,0.08776811478929895
T0120,Security,High,Resolved,2024-01-06 00:00:00,6.2223086309254025,U020,T00,3.5145078577142597,Sample IT support ticket 120 with various issues and complexities,-0.9218967917403729
T0121,Hardware,High,Open,2024-01-06 01:00:00,8.897763630816113,U021,T01,4.366149268842841,Sample IT support ticket 121 with various issues and complexities,-0.4451589240099359
T0122,Software,Medium,Resolved,2024-01-06 02:00:00,2.2753546901731854,U022,T02,1.8019961258198123,Sample IT support ticket 122 with various issues and complexities,-0.032038882074358316
T0123,Network,Medium,Closed,2024-01-06 03:00:00,9.629256292644786,U023,T03,3.6002158590786957,Sample IT support ticket 123 with various issues and complexities,0.26814545475859497
T0124,Hardware,Medium,In Progress,2024-01-06 04:00:00,1.8948776422380642,U024,T04,3.579001714786063,Sample IT support ticket 124 with various issues and complexities,-1.0980639105499732
T0125,Security,Medium,Resolved,2024-01-06 05:00:00,13.305667808674864,U025,T05,5.0,Sample IT support ticket 125 with various issues and complexities,-0.08106198773992922
T0126,Software,Medium,In Progress,2024-01-06 06:00:00,0.37412096724944605,U026,T06,3.6919825506297093,Sample IT support ticket 126 with various issues and complexities,0.07152438493947617
T0127,Hardware,Medium,Resolved,2024-01-06 07:00:00,4.646454578639953,U027,T07,4.306391187792743,Sample IT support ticket 127 with various issues and complexities,0.42480599425810656
T0128,Security,Critical,Open,2024-01-06 08:00:00,2.723404672924613,U028,T08,4.11300571206997,Sample IT support ticket 128 with various issues and complexities,0.34642879211871835
T0129,Security,Medium,Resolved,2024-01-06 09:00:00,1.9617972550500524,U029,T09,2.295546816154239,Sample IT support ticket 129 with various issues and complexities,0.2912856594044026
T0130,Security,Medium,Resolved,2024-01-06 10:00:00,4.006434669621311,U030,T10,4.61456577330539,Sample IT support ticket 130 with various issues and complexities,-0.3999702533509671
T0131,Hardware,Low,Resolved,2024-01-06 11:00:00,4.867652570540497,U031,T11,4.17231720436503,Sample IT support ticket 131 with various issues and complexities,-0.9540010685616538
T0132,Hardware,Medium,Resolved,2024-01-06 12:00:00,0.01749126596698565,U032,T12,4.406614911739672,Sample IT support ticket 132 with various issues and complexities,-0.19652637853070049
T0133,Hardware,Medium,Resolved,2024-01-06 13:00:00,0.730661289484836,U033,T13,5.0,Sample IT support ticket 133 with various issues and complexities,0.50081591260428
T0134,Network,High,Closed,2024-01-06 14:00:00,4.993734125074665,U034,T14,2.332709648401129,Sample IT support ticket 134 with various issues and complexities,0.6967272637622157
T0135,Hardware,Medium,In Progress,2024-01-06 15:00:00,4.391075540669889,U035,T15,5.0,Sample IT support ticket 135 with various issues and complexities,0.35527455114889267
T0136,Hardware,Medium,Resolved,2024-01-06 16:00:00,13.531171764162165,U036,T16,3.7700419844797155,Sample IT support ticket 136 with various issues and complexities,0.21467041140086718
T0137,Hardware,High,In Progress,2024-01-06 17:00:00,5.725799431026962,U037,T17,4.229863123522407,Sample IT support ticket 137 with various issues and complexities,0.18981982419298274
T0138,Network,Medium,Closed,2024-01-06 18:00:00,12.045228353507516,U038,T18,3.963590203759006,Sample IT support ticket 138 with various issues and complexities,-0.2780593733803903
T0139,Hardware,Medium,Closed,2024-01-06 19:00:00,4.8499088115083495,U039,T19,3.660610933281565,Sample IT support ticket 139 with various issues and complexities,-0.06503014677681002
T0140,Security,Critical,Resolved,2024-01-06 20:00:00,1.4155849960130593,U040,T00,3.544133657408993,Sample IT support ticket 140 with various issues and complexities,0.8345347629131655
T0141,Hardware,Medium,Resolved,2024-01-06 21:00:00,0.4453575128481436,U041,T01,4.263606988458407,Sample IT support ticket 141 with various issues and complexities,-0.47127900289593816
T0142,Security,High,Resolved,2024-01-06 22:00:00,6.089810304457923,U042,T02,2.7862610426626566,Sample IT support ticket 142 with various issues and complexities,0.8073893953549257
T0143,Security,Medium,Resolved,2024-01-06 23:00:00,4.1329751898081,U043,T03,4.600463334017412,Sample IT support ticket 143 with various issues and complexities,-0.1610140772460292
T0144,Security,High,Open,2024-01-07 00:00:00,0.19754261780616797,U044,T04,3.667044476091797,Sample IT support ticket 144 with various issues and complexities,0.6627160545475392
T0145,Network,Low,Resolved,2024-01-07 01:00:00,1.7854638348310283,U045,T05,3.095944528767714,Sample IT support ticket 145 with various issues and complexities,-0.7034075047487691
T0146,Network,Medium,In Progress,2024-01-07 02:00:00,12.567642050176458,U046,T06,3.6399897136033488,Sample IT support ticket 146 with various issues and complexities,0.29295210058232457
T0147,Network,Medium,Resolved,2024-01-07 03:00:00,2.7757991759534018,U047,T07,5.0,Sample IT support ticket 147 with various issues and complexities,-0.368385067973811
T0148,Hardware,Low,Resolved,2024-01-07 04:00:00,2.267673500290196,U048,T08,3.5717319303870214,Sample IT support ticket 148 with various issues and complexities,-0.7076335959620937
T0149,Security,Medium,Resolved,2024-01-07 05:00:00,2.4477407881999955,U049,T09,4.286762894567696,Sample IT support ticket 149 with various issues and complexities,0.10926702120547284
T0150,Network,High,Open,2024-01-07 06:00:00,0.9372362370103832,U050,T10,3.4152349794276216,Sample IT support ticket 150 with various issues and complexities,0.5047358942979844
T0151,Network,Medium,Resolved,2024-01-07 07:00:00,1.8399418102366807,U051,T11,4.606337479938896,Sample IT support ticket 151 with various issues and complexities,-0.4224707192967482
T0152,Hardware,Medium,In Progress,2024-01-07 08:00:00,1.8469563378081495,U052,T12,4.548406191032163,Sample IT support ticket 152 with various issues and complexities,-0.7495079802292006
T0153,Network,Medium,Resolved,2024-01-07 09:00:00,0.21510136294439125,U053,T13,5.0,Sample IT support ticket 153 with various issues and complexities,-0.045922382167477564
T0154,Hardware,Medium,Open,2024-01-07 10:00:00,5.836623886452199,U054,T14,3.8595488436006278,Sample IT support ticket 154 with various issues and complexities,-0.04371766438859054
T0155,Software,High,Closed,2024-01-07 11:00:00,2.154873690655079,U055,T15,4.534923843806325,Sample IT support ticket 155 with various issues and complexities,0.27415981377724935
T0156,Network,Medium,Resolved,2024-01-07 12:00:00,6.907931359131592,U056,T16,4.078454031631155,Sample IT support ticket 156 with various issues and complexities,0.4747972856822441
T0157,Software,Medium,Resolved,2024-01-07 13:00:00,7.597770750955429,U057,T17,5.0,Sample IT support ticket 157 with various issues and complexities,-0.029707590636247047
T0158,Hardware,Medium,Resolved,2024-01-07 14:00:00,0.9529985774162499,U058,T18,3.4249340899130156,Sample IT support ticket 158 with various issues and complexities,0.9277516573971315
T0159,Security,Medium,Resolved,2024-01-07 15:00:00,4.284223693885238,U059,T19,4.596004250301825,Sample IT support ticket 159 with various issues and complexities,0.11211737226764588
T0160,Network,Medium,Resolved,2024-01-07 16:00:00,2.5567714310429728,U060,T00,3.844242163106655,Sample IT support ticket 160 with various issues and complexities,-0.1732132530034498
T0161,Hardware,Low,Resolved,2024-01-07 17:00:00,8.48628215720944,U061,T01,3.9486494583132017,Sample IT support ticket 161 with various issues and complexities,-0.805783679551414
T0162,Security,Medium,Closed,2024-01-07 18:00:00,0.9720621878651889,U062,T02,4.073401987558698,Sample IT support ticket 162 with various issues and complexities,-0.13132976015808387
T0163,Security,High,Resolved,2024-01-07 19:00:00,4.530495113533779,U063,T03,4.201792317141342,Sample IT support ticket 163 with various issues and complexities,-0.16819347270556811
T0164,Software,High,Closed,2024-01-07 20:00:00,3.7434451913723605,U064,T04,3.9070167655024335,Sample IT support ticket 164 with various issues and complexities,0.4801523981407352
T0165,Hardware,High,Resolved,2024-01-07 21:00:00,1.399940781560636,U065,T05,4.171770546536421,Sample IT support ticket 165 with various issues and complexities,0.23124181203342703
T0166,Security,High,In Progress,2024-01-07 22:00:00,0.5875129699227502,U066,T06,5.0,Sample IT support ticket 166 with various issues and complexities,-0.5896845608163086
T0167,Network,High,Closed,2024-01-07 23:00:00,4.2180726543417135,U067,T07,4.788359748492175,Sample IT support ticket 167 with various issues and complexities,0.08612719320551875
T0168,Network,High,In Progress,2024-01-08 00:00:00,5.366775015141884,U068,T08,4.6953236739975175,Sample IT support ticket 168 with various issues and complexities,0.3357655858645267
T0169,Software,Medium,Resolved,2024-01-08 01:00:00,1.517010762640707,U069,T09,3.6355683791809033,Sample IT support ticket 169 with various issues and complexities,0.7640156796939164
